"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q43448","","","إقليم المحيط الهندي البريطاني","ব্রিটিশ ভারত মহাসাগরীয় এলাকা","Britisches Territorium im Indischen Ozean","British Indian Ocean Territory","Territorio Británico del Océano Índico","Territoire britannique de l'océan Indien","Βρετανικό Έδαφος Ινδικού Ωκεανού","ब्रिटिश हिंद महासागर क्षेत्र","Brit Indiai-óceáni Terület","Wilayah Samudra Hindia Britania","Territorio britannico dell'oceano Indiano","イギリス領インド洋地域","영국령 인도양 지역","Brits Indische Oceaanterritorium","Brytyjskie Terytorium Oceanu Indyjskiego","Território Britânico do Oceano Índico","Британская территория в Индийском океане","Brittiska territoriet i Indiska oceanen","Britanya Hint Okyanusu Toprakları","Lãnh thổ Ấn Độ Dương thuộc Anh","英屬印度洋領地"
"Q131198","","0","جزيرة هيرد وجزر ماكدونالد","হার্ড দ্বীপ এবং ম্যাকডোনাল্ড দ্বীপপুঞ্জ","Heard und McDonaldinseln","Heard Island and McDonald Islands","Islas Heard y McDonald","îles Heard-et-MacDonald","Νήσοι Χερντ και Μακντόναλντ","हर्ड द्वीप और मैकडोनाल्ड द्वीप","Heard-sziget és McDonald-szigetek","Pulau Heard dan Kepulauan McDonald","Isole Heard e McDonald","ハード島とマクドナルド諸島","허드 맥도널드 제도","Heard en McDonaldeilanden","Wyspy Heard i McDonalda","Ilha Heard e Ilhas McDonald","Остров Херд и острова Макдональд","Heard- och McDonaldöarna","Heard Adası ve McDonald Adaları","Đảo Heard và quần đảo McDonald","赫德島和麥克唐納群島"
"Q133888","","0","جزر أشمور وكارتيير","আসমর এবং কার্টিয়ে দ্বীপপুঞ্জ","Ashmore- und Cartierinseln","Ashmore and Cartier Islands","Islas Ashmore y Cartier","Îles Ashmore-et-Cartier","Άσμορ και Καρτιέ Νησιά","एशमोर और कार्टियर द्वीप समूह","Ashmore- és Cartier-szigetek","Kepulauan Ashmore dan Cartier","Isole Ashmore e Cartier","アシュモア・カルティエ諸島","애시모어 카르티에 제도","Ashmore- en Cartiereilanden","Wyspy Ashmore i Cartiera","Ilhas Ashmore e Cartier","Острова Ашмор и Картье","Ashmore- och Cartieröarna","Ashmore ve Cartier Adaları","Quần đảo Ashmore và Cartier","阿什莫尔和卡捷岛"
"Q161258","","0","جزيرة كليبرتون","ক্লিপারটন দ্বীপপুঞ্জ","Clipperton-Insel","Clipperton Island","Isla Clipperton","île Clipperton","Νήσος Κλίπερτον","क्लिपरटन द्वीप","Clipperton-sziget","Pulau Clipperton","Clipperton","クリッパートン島","클리퍼턴 섬","Clipperton","Wyspa Clippertona","Ilha de Clipperton","Клиппертон","Clippertonön","Clipperton Adası","Clipperton","克利珀頓島"
"Q215664","","","جزر سبراتلي","স্প্র্যাটলি দ্বীপপুঞ্জ","Spratly-Inseln","Spratly Islands","Islas Spratly","Îles Spratleys","Νησιά Σπράτλι","स्प्रैटली द्वीप समूह","Spratly-szigetek","Kepulauan Spratly","Isole Spratly","南沙諸島","스프래틀리 군도","Spratly-eilanden","Wyspy Spratly","Ilhas Spratly","Острова Спратли","Spratlyöarna","Spratly Adaları","Quần đảo Trường Sa","南沙群岛"
"Q172216","","","جزر بحر كورال","কোরাল সাগর দ্বীপপুঞ্জ","Korallenmeerinseln","Coral Sea Islands","Islas del Mar del Coral","Îles de la mer de Corail","Νησιά Θάλασσας των Κοραλίων","कोरल सागर द्वीप समूह","Korall-tengeri-szigetek","Kepulauan Laut Karang","Isole del Mar dei Coralli","コーラル・シー諸島","산호해 제도","Koraalzee-eilanden","Wyspy Morza Koralowego","Ilhas do Mar de Coral","Территория островов Кораллового моря","Korallhavöarna","Mercan Denizi Adaları","Quần đảo Biển San hô","珊瑚海群岛"
"Q1169008","","0","ضفة سيرانيلا","সেরানিলা তীর","Serranilla Bank","Serranilla Bank","Isla Serranilla","Banc de Serranilla","Νησί Σερρανίλλα Μπανκ","सेरानिला तट","Serranilla-sziget","Tepi Serranilla","Isola Serranilla","セラニャ・バンク","세라냐 뱅크","Serranilla","Isla Serranilla","Ilha Serranilla","Серранилья-Банк","Serranilla Bank","Serranilla Bank","Serranilla Bank","塞拉纳浅滩"
"Q628716","","","سكاربورو شول","স্কারবোরো সোয়াল","Scarborough-Riff","Scarborough Shoal","Bajo de Masinloc","Récif de Scarborough","Ύφαλος Σκάρμπορο","स्कारबरो शोल","Scarborough-zátony","Gosong Scarborough","Scarborough Shoal","スカボロー礁","스카버러 암초","Scarborough-rif","Huangyan Dao","Recife de Scarborough","Скарборо-Шол","Scarboroughrevet","Scarborough Shoal","Bãi cạn Scarborough","黄岩岛"
"Q1257783","","0","ضفة باجو نيوفو","বাজো নুয়েভো তীর","Bajo-Nuevo-Bank","Bajo Nuevo Bank","Bajo Nuevo","Banc de Bajo Nuevo","Μπάτζο Νουέβο Μπανκ","बाखो न्युएवो तट","Petrel-szigetek","Tepi Bajo Nuevo","Bajo Nuevo Bank","バホヌエボ","바호 누에보 뱅크","Bajo Nuevo","Bajo Nuevo","Ilha Baixo Novo","Бахо-Нуэво","Bajo Nuevo","Bajo Nuevo Bank","Bajo Nuevo Bank","巴霍努埃沃礁"
"Q4824275","","","أقاليم المحيط الهندي الأسترالية","অস্ট্রেলিয়ান ভারত মহাসাগর অঞ্চল","Australische Territorien im Indischen Ozean","Australian Indian Ocean Territories","Territorios Australianos del Océano Índico","Territoires extérieurs australiens de l'Océan Indien","Αυστραλέζικο Έδαφος Ινδικού Ωκεανού","हिंद महासागर के ऑस्ट्रेलियाई क्षेत्र","Ausztrál Indiai-óceáni Terület","Wilayah Samudra Hindia Australia","Australian Indian Ocean Territories","オーストラリア領インド洋地域","호주령 인도양 지역","Cocoseilanden","Australijskie Terytorium Oceanu Indyjskiego","Territórios australianos do Oceano Índico","Австралийские территории в Индийском океане","Australienska indiska oceanens havsområde","Australian Indian Ocean Territories","Vùng lãnh thổ Ấn Độ Dương thuộc Úc","澳屬印度洋領地"
